Price,Close,High,Low,Open,Volume,MA5,MA10,Buy
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,,,
Date,,,,,,,,
2024-06-28,209.6395721435547,215.0642148828325,209.3210696212814,214.76560832661605,82542700,,,False
2024-07-01,215.7410430908203,216.4974998735104,210.933524598722,211.10273143743845,60402900,,,False
2024-07-02,219.24465942382812,219.35414798734178,214.09872731420612,215.1438274713018,58046200,,,False
2024-07-03,220.51870727539062,220.51870727539062,218.01043340115498,218.97591935149836,37369800,,,False
2024-07-05,225.28639221191406,225.3958807735831,220.618221554563,220.618221554563,60412400,218.08607482910156,,False
2024-07-08,226.759521484375,226.78938062149984,222.21078721739227,226.03290864697604,59085900,221.51006469726562,,False
2024-07-09,227.61549377441406,228.33214340978847,225.3162491891544,226.86898500321237,48076100,223.88495483398438,,False
2024-07-10,231.89549255371094,231.9950331368443,228.1828596567971,228.23262994836378,62627700,226.41512145996094,,False
2024-07-11,226.51068115234375,231.30823641336684,224.71905701819728,230.3128913597033,64710600,227.61351623535157,,False
2024-07-12,229.46685791015625,231.55708874298097,227.6155153743793,227.8544036714271,53046500,228.449609375,223.2678421020508,False
2024-07-15,233.3088836669922,236.12571210202407,232.00498402552307,235.37920328245679,62631300,229.75948181152344,225.63477325439453,False
2024-07-16,233.72694396972656,235.17019132901206,231.2485291999769,233.90609879782943,43234300,230.98177185058594,227.43336334228516,False
2024-07-17,227.81459045410156,230.38258262455565,225.58501197125685,228.38192926123955,57345900,230.16559143066405,228.2903564453125,False
2024-07-18,223.13644409179688,229.3673137711516,221.2353466054131,229.20805491946456,66034600,229.4907440185547,228.55213012695313,False
2024-07-19,223.26585388183594,225.74426861436035,222.24064965794977,223.77348959602472,49151500,228.25054321289062,228.3500762939453,False
2024-07-22,222.91749572753906,226.7197061195605,222.0515351611177,225.95328613844396,48201800,226.172265625,227.96587371826172,False
2024-07-23,223.96258544921875,225.88360930378687,221.64342964759248,223.32556522126958,39960300,224.21939392089843,227.6005828857422,False
2024-07-24,217.52268981933594,223.75355924528677,216.11926491073012,222.9572802069956,61777600,222.1610137939453,226.16330261230468,False
2024-07-25,216.47760009765625,219.8219600686179,213.62094948036474,217.91088420998827,51391200,220.8292449951172,225.15999450683594,False
2024-07-26,216.94541931152344,218.46829606182757,215.0044842643322,217.6819649471348,41601300,219.56515808105468,223.90785064697266,False
2024-07-29,217.22412109375,218.27918447457574,214.74570631572197,215.95008057489312,36311800,218.42648315429688,222.29937438964845,False
2024-07-30,217.78150939941406,219.30438617677734,215.11397665237357,218.16969337819762,41643800,217.19026794433594,220.7048309326172,False
2024-07-31,221.04623413085938,222.77814001369308,219.60298682237814,220.40921389598267,50036300,217.8949768066406,220.02799530029296,False
2024-08-01,217.3435516357422,223.43505864730554,216.0097928775357,223.3255700813178,62501000,218.06816711425782,219.4487060546875,False
2024-08-02,218.83656311035156,224.54984915998065,216.69657732981517,218.1298614428512,105568600,218.44639587402344,219.00577697753906,False
2024-08-05,208.29586791992188,212.506173331003,195.0876345333798,198.16324716744046,119548600,216.6607452392578,217.54361419677736,False
2024-08-06,206.26536560058594,209.0125278604179,200.13405118519225,204.3443568031922,69660500,214.35751647949218,215.77389221191407,False
2024-08-07,208.8433074951172,212.64551772150753,205.42926604632788,205.93688655864335,63516400,211.91693115234375,214.90595397949218,False
2024-08-08,212.31704711914062,213.20290359333654,207.85790561211314,212.1179811495676,47161100,210.91163024902343,214.48989868164062,False
2024-08-09,215.23342895507812,215.77090862412464,210.98330114399806,211.11270086651854,42201600,210.19100341796874,214.3186996459961,False
2024-08-12,216.7680206298828,218.7410807003227,214.84478845727688,215.31314332730477,38028100,211.88543395996095,214.27308959960936,False
2024-08-13,220.4949493408203,221.11277276612057,218.2428558389481,218.2428558389481,44155300,214.73135070800782,214.54443359375,True
2024-08-14,220.94334411621094,222.24875291914373,218.9304156630747,219.7973785028084,41960600,217.15135803222657,214.53414459228514,False
2024-08-15,223.93284606933594,224.56064415441705,221.97970491871703,223.81327127421198,46414000,219.47451782226562,215.19307403564454,False
2024-08-16,225.25819396972656,226.03546056539557,222.86659157853387,223.1356500786779,44340200,221.4794708251953,215.83523712158203,False
2024-08-19,225.0987548828125,225.19841068626937,222.25873174304007,224.92935218120843,40687800,223.14561767578124,217.5155258178711,False
2024-08-20,225.71656799316406,226.3742597731608,224.66028342820331,224.9791698204466,30299000,224.18994140625,219.4606460571289,False
2024-08-21,225.60696411132812,227.18143154067607,224.26170199000447,225.7265541171402,34765500,225.12266540527344,221.13701171875,False
2024-08-22,223.74349975585938,227.54015139464096,223.11570169720306,226.9920749311584,43695300,225.0847961425781,222.27965698242187,False
2024-08-23,226.04542541503906,227.42059644239848,223.5442228703079,224.86956599566977,38677300,225.24224243164062,223.36085662841796,False
2024-08-26,226.38421630859375,226.48387210620078,223.10574735994538,225.96568932825608,30602200,225.49933471679688,224.32247619628907,False
2024-08-27,227.2312469482422,228.04838192077386,224.1022464634546,225.20835892301574,35934600,225.8022705078125,224.99610595703126,False
2024-08-28,225.6966552734375,229.05484595642545,224.88947977262964,227.12163896438045,38052200,225.82020874023436,225.4714370727539,False
2024-08-29,228.98509216308594,232.10413336375854,228.07829123837303,229.29401907737392,51906300,226.8685272216797,225.9766616821289,False
2024-08-30,228.19784545898438,229.5929353752877,226.68316554604098,229.38367949051207,52990800,227.29901123046875,226.2706268310547,False
2024-09-03,221.98968505859375,228.1978583447122,220.39528345963856,227.74943764667495,50190600,226.42010498046875,225.9597198486328,False
2024-09-04,220.076416015625,221.00315112701452,216.71821006143196,220.88357632692316,43840200,224.9891387939453,225.3957046508789,False
2024-09-05,221.60105895996094,224.69019125096705,220.7440707336114,220.85368603716802,36615400,224.17001953125,224.9951141357422,False
2024-09-06,220.0465087890625,224.4510243839852,219.00018373655976,223.16553454066073,48423000,222.3823028564453,224.6254150390625,False
2024-09-09,220.13621520996094,220.49495483479603,215.950929723779,220.04653410508755,67180000,220.7699768066406,224.03449401855468,False
2024-09-10,219.3389892578125,220.70418549359823,215.97082401031443,218.15315521125123,51591000,220.23983764648438,223.32997131347656,False
2024-09-11,221.88006591796875,222.3085524071335,217.126770108234,220.6842723421212,44587100,220.60056762695314,222.79485321044922,False
2024-09-12,221.98968505859375,222.76695165661573,219.0500213655269,221.7206265576352,37498200,220.67829284667968,222.42415618896484,False
2024-09-13,221.72061157226562,223.2552104631355,221.1326819144566,222.79683029802118,36766600,221.01311340332032,221.6977081298828,False
2024-09-16,215.56227111816406,216.45911247240775,213.17066883128115,215.78148650258865,59357400,220.09832458496095,220.43415069580078,False
2024-09-17,216.03062438964844,216.14023969143096,213.74865245933694,214.99427397716522,45519300,219.43665161132813,219.83824462890624,False
2024-09-18,219.9169464111328,221.92987480128497,216.77797143749862,216.78794613986932,59894900,219.04402770996094,219.82229766845703,False
2024-09-19,228.0683135986328,229.01499812075548,223.84317512238368,224.20191472936153,66781300,220.25975341796874,220.46902313232422,False
2024-09-20,227.40066528320312,232.27353613908102,226.82269506404828,229.16446964119802,318679900,221.39576416015626,221.20443878173828,True
2024-09-23,225.6767120361328,228.64626930220686,225.01902026418153,226.54365969576136,54146000,223.41865234375,221.75848846435548,False
2024-09-24,226.5735626220703,228.5466380182851,224.93930782860403,227.8490778167103,43556100,225.52723999023436,222.48194580078126,False
2024-09-25,225.57705688476562,226.49383244586693,223.2352976856936,224.1420985437932,42308700,226.65926208496094,222.85164489746094,False
2024-09-26,226.72305297851562,227.6996160019036,224.62044322472642,226.50382237250227,36636700,226.3902099609375,223.32498168945312,False
2024-09-27,226.99208068847656,228.71603171782343,226.50380681299467,227.6597471643239,34026000,226.3084930419922,223.8521286010742,False
2024-09-30,232.183837890625,232.183837890625,228.84556632808733,229.234199611622,54541900,227.60991821289062,225.5142852783203,False
2024-10-01,225.41763305664062,228.84557057238277,222.9562838134916,228.71603627902877,63285000,227.37873229980468,226.45298614501954,False
2024-10-02,225.98562622070312,226.57355589970402,222.2388023482828,225.09874435066007,32880600,227.4604461669922,227.05985412597656,False
2024-10-03,224.8795166015625,226.01552277761738,222.53775735368686,224.35137431302277,34044200,227.09173889160155,226.74097442626953,False
2024-10-04,226.0055694580078,227.20136306464835,223.3449237414969,227.1017072618697,37245100,226.89443664550782,226.60146484375,False
2024-10-07,220.91348266601562,224.89947175407843,220.5547430398763,223.71363756752507,39505400,224.64036560058594,226.1251419067383,False
2024-10-08,224.9791717529297,225.1884276449642,222.46799461113406,223.51431968732726,31855700,224.55267333984375,225.96570281982423,False
2024-10-09,228.73597717285156,228.9452482903661,224.04248353573135,224.4410763624789,33591100,225.10274353027344,226.2815948486328,False
2024-10-10,228.23770141601562,228.6960967971132,226.3742566041183,226.98212047614993,28183500,225.77438049316407,226.4330596923828,False
2024-10-11,226.75294494628906,228.60643037956845,226.54367384020586,228.4968150773993,31759200,225.92385559082032,226.40914611816407,False
2024-10-14,230.48980712890625,230.91829362955485,227.79926770980506,227.89890830734765,39882100,227.83912048339843,226.2397430419922,True
2024-10-15,233.03086853027344,236.65811760908664,231.5560417756155,232.79170373632726,64751400,229.4494598388672,227.00106658935547,False
2024-10-16,230.96812438964844,231.30692979509985,229.0349173503749,230.7887621886474,34082200,229.89588928222656,227.49931640625,False
2024-10-17,231.33682250976562,233.0308799404877,229.71254238803704,232.6123377292532,32993800,230.51571350097657,228.14504699707032,False
2024-10-18,234.17684936523438,235.35270879965356,233.1903116322836,235.35270879965356,46431500,232.00049438476563,228.96217498779296,False
2024-10-21,235.6516571044922,236.02037141360947,233.62876897482323,233.62876897482323,36254500,233.03286437988282,230.4359924316406,False
2024-10-22,235.03382873535156,235.3925683333293,231.7852533575211,233.07072804715946,38846600,233.43345642089844,231.44145812988282,False
2024-10-23,229.95169067382812,234.31635331873264,226.96219904424217,233.26006870913344,52287000,233.23016967773438,231.56302947998046,False
2024-10-24,229.76235961914062,230.0114839114603,227.60992208421712,229.17441473320775,31109500,232.91527709960937,231.71549530029296,False
2024-10-25,230.5994110107422,232.40306843409212,228.76585988907573,228.935262581316,38802300,232.19978942871094,232.1001419067383,False
2024-10-28,232.5824432373047,233.9077863541258,231.73542973016842,232.50273684103132,36087100,231.58594665527343,232.3094055175781,False
2024-10-29,232.85150146484375,233.50919327337175,231.50623935322642,232.28350596136286,35417200,231.14948120117188,232.29146881103514,False
2024-10-30,229.29400634765625,232.65219696606212,228.74592985962587,231.79520878623467,47070900,231.0179443359375,232.12405700683593,False
2024-10-31,225.11868286132812,229.02495000446748,224.5805658660821,228.53666090957242,64370100,230.089208984375,231.5022430419922,False
2024-11-01,222.1291961669922,224.56065178607977,219.49844414747824,220.1959891516409,65276700,228.395166015625,230.29747772216797,False
2024-11-04,221.23233032226562,222.0095968952219,218.94039900502227,220.21591416091667,44944500,226.1251434326172,228.8555450439453,False
2024-11-05,222.66729736328125,223.1655459656629,220.36539125313263,221.02308305755813,28111300,224.0883026123047,227.61889190673827,False
2024-11-06,221.93984985351562,225.27812143912794,220.41521040716108,221.83023455712816,54561100,222.61747131347656,226.81770782470704,False
2024-11-07,226.6831817626953,227.081789771112,223.7833864288354,223.8431738287627,42137700,222.93037109375,226.5097900390625,False
2024-11-08,226.41383361816406,228.10973956989392,225.8651541338214,226.6233197345054,38328800,223.78729858398438,226.0912322998047,False
2024-11-11,223.69039916992188,225.15686291743452,220.96697301971395,224.4585504714927,42005600,224.27891235351564,225.2020278930664,False
2024-11-12,223.69039916992188,225.04712701721013,222.82249764582772,224.00963641496367,40398300,224.48353271484376,224.28591766357422,True
2024-11-13,224.57826232910156,226.10457929193407,222.2239408664857,223.47093284409854,48566200,225.01121520996094,223.81434326171876,False
2024-11-14,227.67080688476562,228.3192366196321,224.45855435577516,224.47851048945301,44923900,225.208740234375,224.0695556640625,False
2024-11-15,224.4585418701172,226.3739196007606,223.73030286311794,225.8551667084814,47923700,224.81768188476562,224.302490234375,False
2024-11-18,227.47128295898438,229.18714506333228,224.62813528483125,224.70794459457642,44686000,225.57385864257813,224.92638549804687,False
2024-11-19,227.73065185546875,229.60613257977118,226.11455519341968,226.43377721041003,36211800,226.3819091796875,225.43272094726564,False
2024-11-20,228.44891357421875,229.37666823104936,225.34639715216647,227.51117324017346,35169600,227.15603942871093,226.08362731933593,False
2024-11-21,227.97007751464844,229.60613029336434,225.16684213362325,228.3292117939797,42108300,227.2158935546875,226.21231689453126,False
2024-11-22,229.3168182373047,230.16477882059493,227.51117639639193,227.51117639639193,38168300,228.187548828125,226.50261535644532,False
2024-11-25,232.30960083007812,232.68869124314412,229.1871434272115,230.9030055193102,90152800,229.15521240234375,227.36453552246093,False
2024-11-26,234.49432373046875,235.00310615337486,232.76849125195545,232.76849125195545,45986200,230.50794677734376,228.44492797851564,False
2024-11-27,234.36465454101562,235.12283541072824,233.24735459247512,233.90577001446655,33498400,231.69109497070312,229.42356719970704,False
2024-11-29,236.75888061523438,237.2377212602243,233.40696565616557,234.24494059041535,28481400,233.4488555908203,230.3323745727539,False
2024-12-02,239.013427734375,240.21053691361496,236.58928278806928,236.69901868412032,48137100,235.38817749023437,231.7878631591797,False
2024-12-03,242.06607055664062,242.1758064568113,238.32509471728144,239.232908507596,38861000,237.33947143554687,233.24734191894532,False
2024-12-04,242.42520141601562,243.5225604021956,240.66944226019712,242.28553892887177,44383900,238.92564697265624,234.716796875,False
2024-12-05,242.4551239013672,243.95151419061432,241.54732536132988,243.40284992887905,40033900,240.54374084472656,236.11741790771484,False
2024-12-06,242.25559997558594,244.04130085085734,241.49743440151175,242.32543882662802,36870600,241.64308471679686,237.54597015380858,False
2024-12-09,246.1562042236328,246.64503053466012,241.16823655952678,241.24804586880077,44649200,243.07164001464844,239.22990875244142,False
2024-12-10,247.1737518310547,247.612695417372,244.7495916510093,246.2958646584201,36914800,244.09317626953126,240.71632385253906,False
2024-12-11,245.89682006835938,250.196445491468,245.6673626102133,247.36328368802742,45205800,244.7875,241.85657348632813,False
2024-12-12,247.36329650878906,248.1414182384854,245.08876927344312,246.2958641332418,32777500,245.76913452148438,243.15643768310548,False
2024-12-13,247.5328826904297,248.69007959411312,245.647431564018,247.223631137632,33155300,246.82459106445313,244.233837890625,False
2024-12-16,250.4358673095703,250.7750606707362,247.05402592958802,247.3932192907539,51694800,247.68052368164064,245.37608184814454,False
2024-12-17,252.8699951171875,253.21915892963332,249.1789022262073,249.47818331943677,51356400,248.81977233886718,246.45647430419922,False
2024-12-18,247.4530792236328,253.66808268004456,247.14382766353577,251.55318925842403,56774100,249.1310241699219,246.95926208496093,False
2024-12-19,249.1888885498047,251.3935770141874,246.49538898335234,246.90440599607692,60882300,249.496142578125,247.63263854980468,False
2024-12-20,253.87759399414062,254.3863612366688,245.09876750312787,247.44310326755718,147495300,250.76508483886718,248.79483795166016,False
2024-12-23,254.6557159423828,255.03479114956258,252.8400883307868,254.15691915529422,40858800,251.6090545654297,249.64478912353516,False
